[INFO] [AnimationBootstrapper] NEWSCRIPTS_MODE ativo: AnimationBootstrapper ignorado.

NEWSCRIPTS_MODE ativo: DebugUtility.Initialize executando reset de estado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='EarlyDefault' key='Editor|Enabled|global=True;verbose=True;default=Logs;repeated=True|fallbacks=True|EarlyDefault'</color>

[INFO] [DebugUtility] DebugUtility inicializado antes de todos os sistemas.

[INFO] [CompassRuntimeService] NEWSCRIPTS_MODE ativo: CompassRuntimeService ignorado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='BootstrapPolicy' key='Editor|Enabled|global=True;verbose=True;default=Verbose;repeated=True|fallbacks=True|BootstrapPolicy'</color>

[VERBOSE] [GlobalCompositionRoot] NewScripts logging configured. (@ 3,19s)
[VERBOSE] [WorldLifecycleOrchestrator] Spawn service duration: EaterSpawnService => 1ms (@ 7,20s)

[INFO] [WorldLifecycleOrchestrator] Spawn service completed: EaterSpawnService

[VERBOSE] [WorldLifecycleOrchestrator] Spawn duration: 21ms (@ 7,20s)

[INFO] [WorldLifecycleOrchestrator] ActorRegistry count at 'After Spawn': 2

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor hooks step started (actors=2) (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor started: A_f4d3bf2f_1_Player_NewScriptsClone (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor duration: A_f4d3bf2f_1_Player_NewScriptsClone => 0ms (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor completed: A_f4d3bf2f_1_Player_NewScriptsClone (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor started: A_f4d3bf2f_2_Eater_NewScriptsClone (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor duration: A_f4d3bf2f_2_Eater_NewScriptsClone => 0ms (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor completed: A_f4d3bf2f_2_Eater_NewScriptsClone (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor hooks step duration: 1ms (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step started (hooks=1) (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn execution order: WorldLifecycleHookLoggerA(order=10000) (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn started: WorldLifecycleHookLoggerA (@ 7,20s)

[INFO] [WorldLifecycleHookLoggerA] [QA] WorldLifecycleHookLoggerA -> OnAfterSpawnAsync

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn duration: WorldLifecycleHookLoggerA => 0ms (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn completed: WorldLifecycleHookLoggerA (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step duration: 0ms (@ 7,20s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step completed (@ 7,20s)

[VERBOSE] [SimulationGateService] [Gate] Release token='WorldLifecycle.WorldReset'. Active=1. IsOpen=False (@ 7,20s)

[INFO] [WorldLifecycleOrchestrator] Gate Released

[INFO] [WorldLifecycleOrchestrator] World Reset Completed

[VERBOSE] [WorldLifecycleOrchestrator] Reset duration: 36ms (@ 7,20s)

[INFO] [WorldLifecycleController] Reset concluÃ­do. reason='RoutePolicy', scene='GameplayScene'.

[VERBOSE] [SceneServiceRegistry] Serviço IActorRegistry encontrado para a cena GameplayScene (tipo registrado: IActorRegistry). (@ 7,20s)

[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnServiceRegistry encontrado para a cena GameplayScene (tipo registrado: IWorldSpawnServiceRegistry). (@ 7,20s)

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] Player já presente ou serviço ausente. present=True, service=PlayerSpawnService (@ 7,20s)</color>

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] Eater já presente ou serviço ausente. present=True, service=EaterSpawnService (@ 7,20s)</color>

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] ActorGroupRearmHooks (placeholder). (@ 7,20s)</color>

<color=#4CAF50>[VERBOSE] [WorldResetOrchestrator] [ResetCompleted][OBS][WorldLifecycle] ResetCompleted signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' reason='RoutePolicy'. (@ 7,20s)</color>

[VERBOSE] [WorldLifecycleResetCompletionGate] [SceneFlowGate] WorldLifecycleResetCompletedEvent recebido. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene', reason='RoutePolicy'. (@ 7,20s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionScenesReady â†’ fase WorldLoaded sinalizada. Context=Route='to-gameplay', RouteKind='Gameplay', Style='TransitionStyle_Gameplay', Reason='Menu/PlayButton', Load=[UIGlobalScene, GameplayScene], Unload=[NewBootstrap, MenuScene], Active='GameplayScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=True, DecisionSource='routePolicy:Gameplay', DecisionReason='RoutePolicy' (@ 7,21s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=1, reason='scene_transition_scenes_ready'. (@ 7,21s)

<color=#A8DEED>[INFO] [SceneTransitionService] [SceneFlow] ScenesReady id=2 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' routeId='to-gameplay', style='TransitionStyle_Gameplay', profile='DefaultTransitionProfile'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Aguardando completion gate antes do FadeOut. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 7,21s)

[VERBOSE] [WorldLifecycleResetCompletionGate] [SceneFlowGate] JÃ¡ concluÃ­do (cached). signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 7,21s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelMacroPrepareService encontrado no escopo global (tipo registrado: ILevelMacroPrepareService). (@ 7,21s)

<color=#A8DEED>[INFO] [MacroLevelPrepareCompletionGate] [OBS][SceneFlow] MacroLoadingPhase='LevelPrepare' routeId='to-gameplay' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' reason='Menu/PlayButton'.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelDefaultSelected source='catalog_index_0' index=0 levelRef='Level1' macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|Menu/PlayButton' reason='Menu/PlayButton'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 7,21s)

<color=#A8DEED>[INFO] [LevelSelectedRestartSnapshotBridge] [OBS][Navigation] LevelSelectedEventConsumed levelRef='Level1' routeId='to-gameplay' v='1' levelSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' restartContextResolved='True'.</color>

<color=#A8DEED>[INFO] [RestartContextService] [OBS][Navigation] GameplayStartSnapshotUpdated levelRef='Level1' routeId='to-gameplay' v='1' reason='Menu/PlayButton'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IContentSwapChangeService encontrado no escopo global (tipo registrado: IContentSwapChangeService). (@ 7,21s)

<color=#A8DEED>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetRequestedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' reason='Menu/PlayButton'.</color>

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] ContentSwapRequested event=content_swap_inplace mode=InPlace contentId='level-ref:Level1' reason='Menu/PlayButton'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IRuntimeModeProvider encontrado no escopo global (tipo registrado: IRuntimeModeProvider). (@ 7,21s)

[VERBOSE] [GlobalServiceRegistry] Serviço IDegradedModeReporter encontrado no escopo global (tipo registrado: IDegradedModeReporter). (@ 7,21s)

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] GateBypass reason='scene_transition' tokens='flow.scene_transition' contentId='level-ref:Level1' callerReason='Menu/PlayButton'</color>

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapPendingSet plan='level-ref:Level1' reason='Menu/PlayButton'

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapCommitted prev='<none>' current='level-ref:Level1' reason='Menu/PlayButton'

<color=#4CAF50>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetCompletedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' reason='Menu/PlayButton' success=True notes=''.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelPreparePreviousResolved source='none' prevLevelRef='<none>' targetLevelRef='Level1' macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|Menu/PlayButton' reason='Menu/PlayButton'.</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] Movement blocked by IStateDependentService. (@ 7,24s)

<color=#A8DEED>[INFO] [LevelAdditiveSceneRuntimeApplier] [OBS][LevelFlow] LevelAdditiveApplySummary targetLevelRef='Level1' loadedIndices=[7] unloadedIndices=[] loadedCount=1 unloadedCount=0 activeCount=1.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelApplied levelRef='Level1' scenesAdded=1 scenesRemoved=0 macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|Menu/PlayButton'.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelPrepared source='catalog_index_0' macroRouteId='to-gameplay' routeKind='Gameplay' levelRef='Level1' v='1' signature='to-gameplay|Gameplay|Menu/PlayButton' reason='Menu/PlayButton'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Completion gate concluido. Prosseguindo para FadeOut. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 7,26s)

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudHide] signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' phase='BeforeFadeOut'. (@ 7,26s)</color>

[INFO] [SceneTransitionService] [OBS][Fade] FadeOutStarted id=2 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' profile='DefaultTransitionProfile'.

[VERBOSE] [FadeController] [OBS][Fade] FadeStart signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' targetAlpha=0 dur=0,5 (@ 7,26s)

[VERBOSE] [FadeController] [OBS][Fade] FadeComplete signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' targetAlpha=0 (@ 7,75s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeOutCompleted id=2 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' profile='DefaultTransitionProfile'.

<color=#A8DEED>[VERBOSE] [LoadingHudOrchestrator] [LoadingCompleted] signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 7,75s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='SceneFlow' reason='SceneFlow/Completed:Gameplay' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 7,75s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'Gameplay' (SceneFlow/Completed:Gameplay).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'Player' em 1/1 PlayerInput(s) (SceneFlow/Completed:Gameplay). (@ 7,75s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='Gameplay' source='SceneFlow' reason='SceneFlow/Completed:Gameplay' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [OBS][InputMode] Requested mode='Gameplay' map='Player' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' routeKind='Gameplay' reason='SceneFlow/Completed:Gameplay' (delegated). (@ 7,75s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 7,75s)

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] SceneFlow/Completed:Gameplay -> sincronizando GameLoop. (@ 7,75s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageCoordinator encontrado no escopo global (tipo registrado: IIntroStageCoordinator). (@ 7,75s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 7,75s)

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 7,75s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelStagePresentationService encontrado no escopo global (tipo registrado: ILevelStagePresentationService). (@ 7,75s)

<color=#A8DEED>[INFO] [LevelStageOrchestrator] [OBS][IntroStageController] IntroStageStartRequested source='SceneFlowCompleted' levelRef='Level1' v='1' reason='SceneFlow/Completed' levelSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStagePolicyResolver encontrado no escopo global (tipo registrado: IIntroStagePolicyResolver). (@ 7,75s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageStep encontrado no escopo global (tipo registrado: IIntroStageStep). (@ 7,75s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISimulationGateService encontrado no escopo global (tipo registrado: ISimulationGateService). (@ 7,75s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageStarted signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' routeKind='Gameplay' target='GameplayScene' reason='SceneFlow/Completed'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageControlService encontrado no escopo global (tipo registrado: IIntroStageControlService). (@ 7,75s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='sim.gameplay'. Active=2. IsOpen=False (@ 7,75s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationBlocked token='sim.gameplay' signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' routeKind='Gameplay' target='GameplayScene' reason='SceneFlow/Completed'.</color>

<color=#A8DEED>[INFO] [IntroStageCoordinator] [IntroStageController] IntroStageController ativa: simulação gameplay bloqueada; aguardando confirmação (UI).</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [QA][IntroStageController] EditorQAActions disponíveis para Complete/Skip em Editor/Dev. (@ 7,75s)</color>

<color=#A8DEED>[INFO] [ConfirmToStartIntroStageStep] [OBS][InputMode] Request mode='FrontendMenu' map='UI' phase='IntroStageController' reason='IntroStageController/ConfirmToStart' signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' scene='GameplayScene' routeKind='Gameplay' (delegated).</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton'</color>

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'FrontendMenu' (IntroStageController/ConfirmToStart).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'UI' em 1/1 PlayerInput(s) (IntroStageController/ConfirmToStart). (@ 7,76s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level1|route:to-gameplay|reason:Menu/PlayButton'</color>

[VERBOSE] [SimulationGateService] [Gate] Release token='flow.scene_transition'. Active=1. IsOpen=False (@ 7,76s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionCompleted â†’ gate liberado e fase GameplayReady marcada. gameplayReady=True. Context=Route='to-gameplay', RouteKind='Gameplay', Style='TransitionStyle_Gameplay', Reason='Menu/PlayButton', Load=[UIGlobalScene, GameplayScene], Unload=[NewBootstrap, MenuScene], Active='GameplayScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=True, DecisionSource='routePolicy:Gameplay', DecisionReason='RoutePolicy' (@ 7,76s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=False, activeTokens=1, reason='scene_transition_completed_gameplay'. (@ 7,76s)

<color=#4CAF50>[INFO] [SceneTransitionService] [SceneFlow] TransitionCompleted id=2 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' routeId='to-gameplay', style='TransitionStyle_Gameplay', profile='DefaultTransitionProfile'.</color>

[VERBOSE] [GameLoopService] [GameLoop] EXIT: Ready (@ 7,77s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: IntroStage (active=False) (@ 7,77s)

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI exibido.

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='IntroStage', activeTokens=1). (@ 7,77s)

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Botao Concluir IntroStageController clicado.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Solicitando CompleteIntroStage reason='IntroStageController/UIConfirm'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 8,73s)

<color=#A8DEED>[INFO] [IntroStageControlService] [OBS][IntroStageController] CompleteIntroStage received reason='IntroStageController/UIConfirm' skip=false decision='applied' state='IntroStage' isActive=true signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' routeKind='Gameplay' target='GameplayScene'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI oculto.

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageCompleted signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' result='completed' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: NotPlaying (gateOpen=True, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='IntroStage', activeTokens=0). (@ 8,73s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=True, activeTokens=0, reason='gate_opened'. (@ 8,73s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=True, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 8,73s)

[VERBOSE] [SimulationGateService] [Gate] Release token='sim.gameplay'. Active=0. IsOpen=True (@ 8,73s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationUnblocked token='sim.gameplay' signature='level:Level1|route:to-gameplay|reason:Menu/PlayButton' routeKind='Gameplay' target='GameplayScene'.</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [IntroStageController] Solicitando RequestStart após término da IntroStageController. reason='IntroStageController/UIConfirm'. (@ 8,73s)</color>

[VERBOSE] [PlayerMovementController] [Movement][StateDependent] Movimento bloqueado por IStateDependentService. (@ 8,74s)

[VERBOSE] [GameLoopService] [GameLoop] EXIT: IntroStage (@ 8,74s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: Playing (active=True) (@ 8,74s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISceneFlowSignatureCache encontrado no escopo global (tipo registrado: ISceneFlowSignatureCache). (@ 8,74s)

<color=#A8DEED>[INFO] [GameLoopService] [OBS][InputMode] Request mode='Gameplay' map='Player' phase='Playing' reason='GameLoop/Playing' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' frame=758.</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='GameLoop' reason='GameLoop/Playing' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>
